"tick","Id","OtherId","Type","Trust"
11,17,24,S,0.16777387675521369
11,19,22,S,0.17330541038472905
11,21,16,S,0.0
11,21,22,S,0.0
11,23,18,S,0.0
11,23,20,S,0.0
11,25,12,S,0.1436998676125547
12,6,10,C,0.0
12,7,15,C,0.0
12,8,14,C,0.0
12,9,11,C,0.0
12,10,6,S,0.0
12,10,24,C,0.3333333333333333
12,11,9,S,0.0
12,11,22,C,0.3333333333333333
12,14,8,S,0.0
12,14,20,C,0.3333333333333333
12,15,7,S,0.0
12,15,18,C,0.3333333333333333
12,12,25,C,0.6666666666666666
12,16,21,C,0.6666666666666666
12,18,15,S,0.24599152095391386
12,18,17,C,0.0
12,18,23,C,0.6666666666666666
12,20,14,S,0.4967934091320079
12,20,23,C,0.0
12,20,13,C,0.6666666666666666
12,22,11,S,0.49424685717442607
12,22,19,C,0.6666666666666666
12,22,21,C,0.0
12,24,10,S,1.0
12,24,17,C,0.6666666666666666
12,24,13,C,0.0
12,13,20,S,0.11221824686363131
12,13,24,S,0.0
12,17,18,S,0.0
12,17,24,S,0.13482174308640849
12,19,22,S,0.14012525114881028
12,21,16,S,0.0
12,21,22,S,0.0
12,23,18,S,0.0
12,23,20,S,0.0
12,25,12,S,0.1124772659032322
13,0,9,C,0.0
13,1,7,C,0.0
13,2,8,C,0.0
13,3,6,C,0.0
13,6,3,S,0.0
13,6,10,C,0.07692307692307693
13,7,1,S,0.0
13,7,15,C,0.07692307692307693
13,8,2,S,0.0
13,8,14,C,0.07692307692307693
13,9,0,S,0.0
13,9,11,C,0.07692307692307693
13,10,6,S,0.0
13,10,24,C,0.38461538461538464
13,11,9,S,0.0
13,11,22,C,0.38461538461538464
13,14,8,S,0.0
13,14,20,C,0.38461538461538464
13,15,7,S,0.0
13,15,18,C,0.38461538461538464
13,12,25,C,0.6923076923076923
13,16,21,C,0.6923076923076923
13,18,15,S,0.16138299230024558
13,18,17,C,0.0
13,18,23,C,0.6923076923076923
13,20,14,S,0.3289417106382562
13,20,23,C,0.0
13,20,13,C,0.6923076923076923
13,22,11,S,0.32579164080289175
13,22,19,C,0.6923076923076923
13,22,21,C,0.0
13,24,10,S,0.6574378609914233
13,24,17,C,0.6923076923076923
13,24,13,C,0.0
13,13,20,S,0.09082619652801956
13,13,24,S,0.0
13,17,18,S,0.0
13,17,24,S,0.11170535017294773
13,19,22,S,0.11674832876305653
13,21,16,S,0.0
13,21,22,S,0.0
13,23,18,S,0.0
13,23,20,S,0.0
13,25,12,S,0.09105998211475899
14,0,9,C,0.0
14,1,7,C,0.0
14,2,8,C,0.0
14,3,6,C,0.0
14,6,3,S,0.0
14,6,10,C,0.14285714285714285
14,7,1,S,0.0
14,7,15,C,0.14285714285714285
14,8,2,S,0.0
14,8,14,C,0.14285714285714285
14,9,0,S,0.0
14,9,11,C,0.14285714285714285
14,10,6,S,0.0
14,10,24,C,0.42857142857142855
14,11,9,S,0.0
14,11,22,C,0.42857142857142855
14,14,8,S,0.0
14,14,20,C,0.42857142857142855
14,15,7,S,0.0
14,15,18,C,0.42857142857142855
14,12,25,C,0.7142857142857143
14,16,21,C,0.7142857142857143
14,18,15,S,0.11912672520663949
14,18,17,C,0.0
14,18,23,C,0.7142857142857143
14,20,14,S,0.24494257979224843
14,20,23,C,0.0
14,20,13,C,0.7142857142857143
14,22,11,S,0.24165770496966035
14,22,19,C,0.7142857142857143
14,22,21,C,0.0
14,24,10,S,0.4864233565461737
14,24,17,C,0.7142857142857143
14,24,13,C,0.0
14,13,20,S,0.24517073397695105
14,13,24,S,0.0
14,17,18,S,0.0
14,17,24,S,0.24704803736970782
14,19,22,S,0.2475133247021455
14,21,16,S,0.0
14,21,22,S,0.0
14,23,18,S,0.17121207097965244
14,23,20,S,0.0
14,25,12,S,0.07561870185607772
15,0,9,C,0.0
15,1,7,C,0.0
15,2,8,C,0.0
15,3,6,C,0.0
15,6,3,S,0.0
15,6,10,C,0.2
15,7,1,S,0.0
15,7,15,C,0.2
15,8,2,S,0.0
15,8,14,C,0.2
15,9,0,S,0.0
15,9,11,C,0.2
15,10,6,S,0.5
15,10,24,C,0.4666666666666667
15,11,9,S,1.0
15,11,20,C,0.0
15,11,22,C,0.4666666666666667
15,14,8,S,0.0
15,14,20,C,0.4666666666666667
15,15,7,S,0.5
15,15,18,C,0.4666666666666667
15,12,25,C,0.7333333333333333
15,16,21,C,0.7333333333333333
15,18,15,S,0.09381265775031106
15,18,17,C,0.06666666666666667
15,18,23,C,0.7333333333333333
15,20,11,S,0.0
15,20,14,S,0.19449466444980715
15,20,23,C,0.06666666666666667
15,20,13,C,0.7333333333333333
15,22,11,S,0.19124974744960271
15,22,19,C,0.7333333333333333
15,22,21,C,0.0
15,24,10,S,0.3840187833902256
15,24,17,C,0.7333333333333333
15,24,13,C,0.06666666666666667
15,13,20,S,0.36068534490177245
15,13,24,S,0.0
15,17,18,S,0.0
15,17,24,S,0.3503649260258276
15,19,22,S,0.3477471327890382
15,21,16,S,0.0
15,21,22,S,0.0
15,23,18,S,0.2991145833366224
15,23,20,S,0.0
15,25,12,S,0.06405934610770653
16,0,9,C,0.0
16,1,7,C,0.0
16,2,8,C,0.0
16,3,6,C,0.0
16,6,3,S,0.0
16,6,10,C,0.25
16,7,1,S,0.0
16,7,15,C,0.25
16,8,2,S,0.0
16,8,14,C,0.25
16,9,0,S,0.0
16,9,11,C,0.25
16,10,6,S,0.2464226325422316
16,10,24,C,0.5
16,11,9,S,0.4953411755759098
16,11,20,C,0.0
16,11,22,C,0.5
16,14,8,S,0.0
16,14,20,C,0.5
16,15,7,S,0.24691234478455504
16,15,18,C,0.5
16,12,25,C,0.75
16,16,21,C,0.75
16,18,15,S,0.07697039704837924
16,18,17,C,0.125
16,18,23,C,0.75
16,20,11,S,0.0
16,20,14,S,0.1608301241864878
16,20,23,C,0.125
16,20,13,C,0.75
16,22,11,S,0.15770269917436652
16,22,19,C,0.75
16,22,21,C,0.0
16,24,10,S,0.31591185169527775
16,24,17,C,0.75
16,24,13,C,0.125
16,13,20,S,0.3104480869421424
16,13,24,S,0.0
16,17,18,S,0.0
16,17,24,S,0.43148502100204866
16,19,22,S,0.4267593603506622
16,21,16,S,0.0
16,21,22,S,0.0
16,23,18,S,0.25710757638087506
16,23,20,S,0.0
16,25,12,S,0.055146764392119664
17,0,9,C,0.058823529411764705
17,1,7,C,0.058823529411764705
17,2,8,C,0.058823529411764705
17,3,6,C,0.058823529411764705
17,6,3,S,0.0
17,6,10,C,0.29411764705882354
17,7,1,S,0.0
17,7,15,C,0.29411764705882354
17,8,2,S,0.0
17,8,14,C,0.29411764705882354
17,9,0,S,0.0
17,9,11,C,0.29411764705882354
17,10,6,S,0.16202546398247408
17,10,24,C,0.5294117647058824
17,11,9,S,0.3272551116473439
17,11,20,C,0.0
17,11,22,C,0.5294117647058824
17,14,8,S,0.0
17,14,20,C,0.5294117647058824
17,15,7,S,0.1626486866565999
17,15,18,C,0.5294117647058824
17,12,25,C,0.7647058823529411
17,16,21,C,0.7647058823529411
17,18,15,S,0.06519655375029741
17,18,17,C,0.17647058823529413
17,18,23,C,0.7647058823529411
17,20,11,S,0.0
17,20,14,S,0.1608301241864878
17,20,23,C,0.17647058823529413
17,20,13,C,0.7647058823529411
17,22,11,S,0.15770269917436652
17,22,19,C,0.7647058823529411
17,22,21,C,0.0
17,24,10,S,0.31591185169527775
17,24,17,C,0.7647058823529411
17,24,13,C,0.17647058823529413
17,13,20,S,0.2707864552940148
17,13,24,S,0.0
17,17,18,S,0.0
17,17,24,S,0.49663079299149454
17,19,22,S,0.3793403635517936
17,21,16,S,0.0
17,21,22,S,0.0
17,23,18,S,0.22399356732776787
17,23,20,S,0.0
17,25,12,S,0.048109009809698774
18,0,9,C,0.1111111111111111
18,1,7,C,0.1111111111111111
18,2,8,C,0.1111111111111111
18,3,6,C,0.1111111111111111
18,6,3,S,0.0
18,6,10,C,0.3333333333333333
18,7,1,S,0.0
18,7,15,C,0.3333333333333333
18,8,2,S,0.0
18,8,14,C,0.3333333333333333
18,9,0,S,0.0
18,9,11,C,0.3333333333333333
18,10,6,S,0.11991599069521197
18,10,24,C,0.5555555555555556
18,11,9,S,0.24330615112231307
18,11,20,C,0.0
18,11,22,C,0.5555555555555556
18,14,8,S,0.0
18,14,20,C,0.5555555555555556
18,15,7,S,0.12058567313286354
18,15,18,C,0.5555555555555556
18,12,25,C,0.7777777777777778
18,16,21,C,0.7777777777777778
18,18,15,S,0.1242793765207911
18,18,17,C,0.2222222222222222
18,18,23,C,0.7777777777777778
18,20,11,S,0.0
18,20,14,S,0.13854751081619102
18,20,23,C,0.2222222222222222
18,20,13,C,0.7777777777777778
18,22,11,S,0.27244075579479016
18,22,19,C,0.7777777777777778
18,22,21,C,0.0
18,24,10,S,0.31591185169527775
18,24,17,C,0.7777777777777778
18,24,13,C,0.2222222222222222
18,13,20,S,0.23884979398680123
18,13,24,S,0.0
18,17,18,S,0.0
18,17,24,S,0.5499266320055146
18,19,22,S,0.3404051338982945
18,21,16,S,0.0
18,21,22,S,0.0
18,23,18,S,0.19736571532135652
18,23,20,S,0.0
18,25,12,S,0.04244099129312393
19,0,9,C,0.15789473684210525
19,1,7,C,0.15789473684210525
19,2,8,C,0.15789473684210525
19,3,6,C,0.15789473684210525
19,6,3,S,0.5
19,6,10,C,0.3684210526315789
19,7,1,S,0.5
19,7,15,C,0.3684210526315789
19,8,2,S,0.0
19,8,14,C,0.3684210526315789
19,9,0,S,0.0
19,9,11,C,0.3684210526315789
19,10,6,S,0.09471629340127005
19,10,24,C,0.5789473684210527
19,11,9,S,0.1930075502369414
19,11,20,C,0.0
19,11,22,C,0.5789473684210527
19,14,8,S,0.0
19,14,20,C,0.5789473684210527
19,15,7,S,0.09539904321357943
19,15,18,C,0.5789473684210527
19,12,25,C,0.7894736842105263
19,16,21,C,0.7894736842105263
19,18,15,S,0.17029749081733678
19,18,17,C,0.2631578947368421
19,18,23,C,0.7894736842105263
19,20,11,S,0.0
19,20,14,S,0.12137378831239215
19,20,23,C,0.2631578947368421
19,20,13,C,0.7894736842105263
19,22,11,S,0.36152287042041065
19,22,19,C,0.7894736842105263
19,22,21,C,0.0
19,24,10,S,0.31591185169527775
19,24,17,C,0.7894736842105263
19,24,13,C,0.2631578947368421
19,13,20,S,0.21270235468619467
19,13,24,S,0.0
19,17,18,S,0.0
19,17,24,S,0.5913644243308297
19,19,22,S,0.3079411600829689
19,21,16,S,0.0
19,21,22,S,0.0
19,23,18,S,0.17559192803838236
19,23,20,S,0.0
19,25,12,S,0.03779966289595412
20,0,9,C,0.2
20,1,7,C,0.2
20,2,8,C,0.2
20,3,6,C,0.2
20,6,3,S,0.2002337264971092
20,6,10,C,0.4
20,7,1,S,0.2035621310361159
20,7,15,C,0.4
20,8,2,S,0.0
20,8,14,C,0.4
20,9,0,S,0.0
20,9,11,C,0.4
20,10,6,S,0.07796749186232627
20,10,24,C,0.6
20,11,9,S,0.1595306859409345
20,11,20,C,0.0
20,11,22,C,0.6
20,14,8,S,0.0
20,14,20,C,0.6
20,15,7,S,0.07864767824529476
20,15,18,C,0.6
20,12,25,C,0.8
20,16,21,C,0.8
20,18,15,S,0.20711329634044473
20,18,17,C,0.3
20,18,23,C,0.8
20,20,11,S,0.0
20,20,14,S,0.3826893254184869
20,20,23,C,0.3
20,20,13,C,0.8
20,22,11,S,0.43259441896345124
20,22,19,C,0.8
20,22,21,C,0.0
20,24,10,S,0.2040408130194892
20,24,17,C,0.8
20,24,13,C,0.3
20,13,20,S,0.19098827126102336
20,13,24,S,0.0
20,17,18,S,0.0
20,17,24,S,0.5371318763941535
20,19,22,S,0.28061184798699507
20,21,16,S,0.0
20,21,22,S,0.0
20,23,18,S,0.15753054733842642
20,23,20,S,0.0
20,25,12,S,0.03394470177965674
21,0,9,C,0.23809523809523808
21,1,7,C,0.23809523809523808
21,2,8,C,0.23809523809523808
21,3,6,C,0.23809523809523808
21,6,3,S,0.11183704588119854
21,6,10,C,0.42857142857142855
21,7,1,S,0.11489056447458085
21,7,15,C,0.42857142857142855
21,8,2,S,0.0
21,8,14,C,0.42857142857142855
21,9,0,S,0.0
21,9,11,C,0.42857142857142855
21,10,6,S,0.07796749186232627
21,10,24,C,0.6190476190476191
21,11,9,S,0.1595306859409345
21,11,20,C,0.047619047619047616
21,11,22,C,0.6190476190476191
21,14,8,S,0.0
21,14,20,C,0.6190476190476191
21,15,7,S,0.07864767824529476
21,15,18,C,0.6190476190476191
21,12,25,C,0.8095238095238095
21,16,21,C,0.8095238095238095
21,18,15,S,0.23741101079380317
21,18,17,C,0.3333333333333333
21,18,23,C,0.8095238095238095
21,18,13,C,0.0
21,20,11,S,0.0
21,20,14,S,0.21183291947026428
21,20,23,C,0.3333333333333333
21,20,13,C,0.8095238095238095
21,22,11,S,0.49054353745208334
21,22,17,C,0.0
21,22,19,C,0.8095238095238095
21,22,21,C,0.0
21,24,10,S,0.23984955052348855
21,24,17,C,0.8095238095238095
21,24,13,C,0.3333333333333333
21,13,18,S,0.0
21,13,20,S,0.1727326309353256
21,13,24,S,0.0
21,17,18,S,0.0
21,17,22,S,0.0
21,17,24,S,0.491169521433201
21,19,22,S,0.34002484081673373
21,21,16,S,0.0
21,21,22,S,0.0
21,23,18,S,0.23865308624840453
21,23,20,S,0.0
21,25,12,S,0.030703279557228028
22,0,9,C,0.2727272727272727
22,1,7,C,0.2727272727272727
22,2,8,C,0.2727272727272727
22,3,6,C,0.2727272727272727
22,6,3,S,0.07244829420480221
22,6,10,C,0.45454545454545453
22,7,1,S,0.07495154576762177
22,7,15,C,0.45454545454545453
22,8,2,S,0.0
22,8,14,C,0.45454545454545453
22,9,0,S,0.0
22,9,11,C,0.45454545454545453
22,10,6,S,0.07796749186232627
22,10,24,C,0.6363636363636364
22,11,9,S,0.1595306859409345
22,11,20,C,0.09090909090909091
22,11,22,C,0.6363636363636364
22,14,8,S,0.0
22,14,20,C,0.6363636363636364
22,15,7,S,0.06795817317006082
22,15,18,C,0.6363636363636364
22,12,25,C,0.8181818181818182
22,16,21,C,0.8181818181818182
22,18,15,S,0.21451767049101986
22,18,17,C,0.36363636363636365
22,18,23,C,0.8181818181818182
22,18,13,C,0.0
22,20,11,S,0.0
22,20,14,S,0.15213526568046953
22,20,23,C,0.36363636363636365
22,20,13,C,0.8181818181818182
22,22,11,S,0.5368032665941295
22,22,17,C,0.0
22,22,19,C,0.8181818181818182
22,22,21,C,0.0
22,24,10,S,0.2689016896402172
22,24,17,C,0.8181818181818182
22,24,13,C,0.36363636363636365
22,13,18,S,0.0
22,13,20,S,0.15721850969993417
22,13,24,S,0.0
22,17,18,S,0.0
22,17,22,S,0.0
22,17,24,S,0.4519701622721896
22,19,22,S,0.39068275341615905
22,21,16,S,0.0
22,21,22,S,0.0
22,23,18,S,0.3075268170504387
22,23,20,S,0.0
22,25,12,S,0.02794828327348989
23,0,8,C,0.0
23,0,9,C,0.30434782608695654
23,1,7,C,0.30434782608695654
23,2,8,C,0.30434782608695654
23,2,9,C,0.0
23,3,6,C,0.30434782608695654
23,4,6,C,0.0
23,5,7,C,0.0
23,6,3,S,0.051175747160038476
23,6,4,S,0.0
23,6,10,C,0.4782608695652174
23,7,1,S,0.05320443192244372
23,7,5,S,0.0
23,7,15,C,0.4782608695652174
23,8,0,S,0.0
23,8,2,S,0.0
23,8,14,C,0.4782608695652174
23,9,0,S,0.0
23,9,2,S,0.0
23,9,11,C,0.4782608695652174
23,10,6,S,0.07796749186232627
23,10,24,C,0.6521739130434783
23,11,9,S,0.1595306859409345
23,11,20,C,0.13043478260869565
23,11,22,C,0.6521739130434783
23,14,8,S,0.5
23,14,20,C,0.6521739130434783
23,15,7,S,0.059725035332730214
23,15,18,C,0.6521739130434783
23,12,25,C,0.8260869565217391
23,16,21,C,0.8260869565217391
23,18,15,S,0.19513459784402912
23,18,17,C,0.391304347826087
23,18,23,C,0.8260869565217391
23,18,13,C,0.0
23,20,11,S,0.0
23,20,14,S,0.1482694109414564
23,20,23,C,0.391304347826087
23,20,13,C,0.8260869565217391
23,22,11,S,0.48966165240396736
23,22,17,C,0.0
23,22,19,C,0.8260869565217391
23,22,21,C,0.0
23,24,10,S,0.29287051626474564
23,24,17,C,0.8260869565217391
23,24,13,C,0.391304347826087
23,13,18,S,0.0
23,13,20,S,0.1439083207812136
23,13,24,S,0.0
23,17,18,S,0.0
23,17,22,S,0.0
23,17,24,S,0.4926921983648232
23,19,22,S,0.4350044200071687
23,21,16,S,0.0
23,21,22,S,0.0
23,23,18,S,0.3665639016622462
23,23,20,S,0.15927724130568377
23,25,12,S,0.025584383047436217
24,0,8,C,0.0
24,0,9,C,0.3333333333333333
24,1,7,C,0.3333333333333333
24,2,8,C,0.3333333333333333
24,2,9,C,0.0
24,3,6,C,0.3333333333333333
24,4,6,C,0.0
24,5,7,C,0.0
24,6,3,S,0.0382877847152893
24,6,4,S,0.0
24,6,10,C,0.5
24,7,1,S,0.039945053600438325
24,7,5,S,0.0
24,7,15,C,0.5
24,8,0,S,0.0
24,8,2,S,0.0
24,8,14,C,0.5
24,9,0,S,0.0
24,9,2,S,0.0
24,9,11,C,0.5
24,10,6,S,0.07796749186232627
24,10,24,C,0.6666666666666666
24,11,9,S,0.13758211651939056
24,11,20,C,0.16666666666666666
24,11,22,C,0.6666666666666666
24,14,8,S,0.2460725117806154
24,14,20,C,0.6666666666666666
24,15,7,S,0.05311851970542799
24,15,18,C,0.6666666666666666
24,12,25,C,0.8333333333333334
24,16,21,C,0.8333333333333334
24,18,15,S,0.1789434535148507
24,18,17,C,0.4166666666666667
24,18,23,C,0.8333333333333334
24,18,13,C,0.0
24,20,11,S,0.0
24,20,14,S,0.1180956166833402
24,20,23,C,0.4166666666666667
24,20,13,C,0.8333333333333334
24,22,11,S,0.48966165240396736
24,22,17,C,0.0
24,22,19,C,0.8333333333333334
24,22,21,C,0.0
24,24,10,S,0.2645125203426786
24,24,17,C,0.8333333333333334
24,24,13,C,0.4166666666666667
24,13,18,S,0.0
24,13,20,S,0.13239200362201922
24,13,24,S,0.0
24,17,18,S,0.0
24,17,22,S,0.0
24,17,24,S,0.5276875094358257
24,19,22,S,0.4740447579001456
24,21,16,S,0.0
24,21,22,S,0.0
24,23,18,S,0.4176023379518365
24,23,20,S,0.2767423570807798
24,25,12,S,0.023538853025978728
25,0,8,C,0.0
25,0,9,C,0.36
25,1,7,C,0.36
25,2,8,C,0.36
25,2,9,C,0.0
25,3,6,C,0.36
25,4,6,C,0.0
25,5,7,C,0.0
25,6,3,S,0.029939608165089785
25,6,4,S,0.0
25,6,10,C,0.52
25,7,1,S,0.06653892079045653
25,7,5,S,0.0
25,7,15,C,0.52
25,8,0,S,0.0
25,8,2,S,0.0
25,8,14,C,0.52
25,9,0,S,0.0
25,9,2,S,0.0
25,9,11,C,0.52
25,10,6,S,0.0674497207542759
25,10,24,C,0.68
25,11,9,S,0.12062994165688806
25,11,20,C,0.2
25,11,22,C,0.68
25,14,8,S,0.16158855574034428
25,14,20,C,0.68
25,15,7,S,0.04770908829044606
25,15,18,C,0.68
25,12,25,C,0.84
25,16,21,C,0.84
25,18,15,S,0.1789434535148507
25,18,17,C,0.44
25,18,23,C,0.84
25,18,13,C,0.0
25,20,11,S,0.0
25,20,14,S,0.09888067169282948
25,20,23,C,0.44
25,20,13,C,0.84
25,22,11,S,0.48966165240396736
25,22,17,C,0.0
25,22,19,C,0.84
25,22,21,C,0.0
25,24,10,S,0.2404970002757566
25,24,17,C,0.84
25,24,13,C,0.44
25,13,18,S,0.0
25,13,20,S,0.12235200701554455
25,13,24,S,0.0
25,17,18,S,0.0
25,17,22,S,0.0
25,17,24,S,0.5578487168127826
25,19,22,S,0.5086431848324591
25,21,16,S,0.0
25,21,22,S,0.0
25,23,18,S,0.46206404699062603
25,23,20,S,0.24237310102555068
25,25,12,S,0.021755366848731375
26,0,8,C,0.0
26,0,9,C,0.38461538461538464
26,1,7,C,0.38461538461538464
26,2,8,C,0.38461538461538464
26,2,9,C,0.0
26,3,6,C,0.38461538461538464
26,4,6,C,0.0
26,5,7,C,0.0
26,6,3,S,0.05960260589967636
26,6,4,S,0.0
26,6,10,C,0.5384615384615384
26,7,1,S,0.0545242029240035
26,7,5,S,0.0
26,7,15,C,0.5384615384615384
26,8,0,S,0.0
26,8,2,S,0.5
26,8,14,C,0.5384615384615384
26,9,0,S,0.0
26,9,2,S,0.0
26,9,11,C,0.5384615384615384
26,10,6,S,0.059283003499527816
26,10,24,C,0.6923076923076923
26,11,9,S,0.1071601703977085
26,11,20,C,0.23076923076923078
26,11,22,C,0.6923076923076923
26,14,8,S,0.11945541654762643
26,14,20,C,0.6923076923076923
26,15,7,S,0.043205414868654604
26,15,18,C,0.6923076923076923
26,12,25,C,0.8461538461538461
26,16,21,C,0.8461538461538461
26,18,15,S,0.1789434535148507
26,18,17,C,0.46153846153846156
26,18,23,C,0.8461538461538461
26,18,13,C,0.0
26,20,11,S,0.0
26,20,14,S,0.09640456492438694
26,20,23,C,0.46153846153846156
26,20,13,C,0.8461538461538461
26,22,11,S,0.48966165240396736
26,22,17,C,0.0
26,22,19,C,0.8461538461538461
26,22,21,C,0.0
26,24,10,S,0.22040647284531753
26,24,17,C,0.8461538461538461
26,24,13,C,0.46153846153846156
26,13,18,S,0.0
26,13,20,S,0.1135390826467826
26,13,24,S,0.0
26,17,18,S,0.0
26,17,22,S,0.0
26,17,24,S,0.5849965240429783
26,19,22,S,0.5394751638698226
26,21,16,S,0.0
26,21,22,S,0.0
26,23,18,S,0.5010640488713219
26,23,20,S,0.21534151515013833
26,25,12,S,0.02018970803440708
27,0,8,C,0.037037037037037035
27,0,9,C,0.4074074074074074
27,1,7,C,0.4074074074074074
27,2,8,C,0.4074074074074074
27,2,9,C,0.037037037037037035
27,3,6,C,0.4074074074074074
27,4,6,C,0.037037037037037035
27,5,7,C,0.037037037037037035
27,6,3,S,0.04933430251249661
27,6,4,S,0.0
27,6,10,C,0.5555555555555556
27,7,1,S,0.07171902997683152
27,7,5,S,0.0
27,7,15,C,0.5555555555555556
27,8,0,S,0.0
27,8,2,S,0.20408163265306123
